combo_group_id,combo_rules
170,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 1, ""free_quantity"": 1, ""display_order"": 2, ""display_header"": ""Choose one Topping""}}}"
171,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 2, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""Choose two Toppings""}}}"
172,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
173,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 1, ""free_quantity"": 1, ""display_order"": 2, ""display_header"": ""Choose one Topping""}}}"
174,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 2, ""max"": 2, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""Choose two Toppings""}}}"
175,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
176,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
177,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
178,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
179,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
180,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 2, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
181,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 4, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
182,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 6, ""free_quantity"": 6, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
183,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
184,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 2, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
185,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 4, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
186,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 6, ""free_quantity"": 6, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
187,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
188,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 2, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
189,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 4, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
190,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 6, ""free_quantity"": 6, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
191,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
192,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 2, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
193,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 4, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
194,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 6, ""free_quantity"": 6, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
195,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
196,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Chef Salad or Large Fries""}"
197,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": "" Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
198,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Wings Sauce""}"
199,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 4, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""Choose four Toppings""}}}"
200,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
201,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
202,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Wings Sauce""}"
203,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
204,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
205,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
206,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
207,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Pasta;Second Pasta"", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""You can add Extra Cheese""}}}"
208,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
209,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 1, ""display_order"": 2, ""display_header"": ""First Topping Free""}}}"
210,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 Toppings Free""}}}"
211,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 1, ""max"": 0, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""First 3 Toppings Free""}}}"
212,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}, ""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 5, ""display_header"": ""Extras""}}}"
213,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Chef Salad or Large Fries""}"
214,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": "" Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
215,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Wings Sauce""}"
216,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 4, ""max"": 4, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""Choose four Toppings""}}}"
217,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
218,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
219,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Wings Sauce""}"
220,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
221,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
222,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
223,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
224,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Pasta;Second Pasta"", ""modifier_rules"": {""extras"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 3, ""display_header"": ""You can add Extra Cheese""}}}"
225,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
226,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 0, ""free_quantity"": 2, ""display_order"": 2, ""display_header"": ""First 2 Toppings Free""}}}"
227,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 0, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""First 4 Toppings Free""}}}"
228,"{""item_count"": 2, ""show_pizza_icons"": true, ""display_header"": ""First Pizza;Second Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": -1, ""max"": 0, ""free_quantity"": 6, ""display_order"": 2, ""display_header"": ""First 6 Toppings Free""}}}"
229,"{""item_count"": 2, ""show_pizza_icons"": false, ""display_header"": ""First Sub;Second Sub"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 0, ""max"": 0, ""free_quantity"": 0, ""display_order"": 2, ""display_header"": ""Custom Ingredients""}}}"
230,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Chef Salad or Large Fries""}"
231,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": "" Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
232,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Wings Sauce""}"
233,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 4, ""max"": 4, ""free_quantity"": 4, ""display_order"": 2, ""display_header"": ""Choose four Toppings""}}}"
234,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": """"}"
235,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
236,"{""item_count"": 1, ""show_pizza_icons"": false, ""display_header"": ""Wings Sauce""}"
237,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
238,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
239,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": """", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
240,"{""item_count"": 1, ""show_pizza_icons"": true, ""display_header"": ""Pizza"", ""modifier_rules"": {""custom_ingredients"": {""enabled"": true, ""min"": 3, ""max"": 3, ""free_quantity"": 3, ""display_order"": 2, ""display_header"": ""Choose three Toppings""}}}"
